"Question","Answer"
"아기가 딸꾹질을 하는데 어떻게 해야 하나요?","아기의 딸꾹질은 신경과 근육의 미숙으로 인하여 일어나는 현상으로 아기가 성장하면 소실됩니다. 딸꾹질은 수유 후, 온도의 변화, 기저귀를 갈 때 잘 생기기 쉽습니다. 치료방법은 아기에게 따듯하게 수유를 조금 더하거나, 안아준다든지, 발바닥을 자극을 하여 아기를 울린다든지 하는 방법이 있습니다."
"간염 보균자 산모관리","HBs-Ag(Antigen) 간염 감염 시 간세포 내에서 만들어지는 B형 간염바이러스의 표 면 항원. 급성간염이나 만성보균자에게서 발견되며 이것이 감염 키는 힘을 가진 것 은 아닙니다. 보균자의 혈액 소변 타액 초유와 기타 체액에서 발견됩니다. HBe-Ag(Antigen) 혈액검사로 양성이 나오면 바이러스가 계속 증식하고 있다는 의미이며, 언제나 HBs-Ag과 같은 양성으로 나옵니다. 이러한 보균자는 감염력이 높아 어머니가 신생아나 남에게 옮기기 쉽습니다.(혹시 보균자인 부모님은 스스로의 건강상태를 파악하여 분만이 시작되기 전에 의사나 간호사에게 미리 알려주셔야 합니다."
"아토피가 심하다고 당분간 이유식과 모유를 끊으시라고 그러시네요. 어떻게 하죠?","아토피 피부염은 심한 가려움증 부스럼딱지 진물 빨간 피부를 보이는 것을 특징으로하는 염증성 피부질환입니다. 치료약제는 대개 스테로이드가 함유된 연고제 (예:1% 락티케어 등)를 사용하게 되는데, 이는 전문의와 상의 후 사용하십시오. 아토피는 유전성향이 큰 질환으로 대개 체질적이므로 일명 체질개선은 안 되니 위의 연고제와 보습제로 약 4~5세 까지 잘 유지하심이 중요합니다. 아토피에는 분유 보다는 모유가 안전합니다."
"아기가 홍역에 걸린 것 같은데 어떻게 하죠? 병원에 입원해야 하나요?","홍역은 잠복기 10-12일 지나 발현되면 발진은 귀 뒤, 목, 얼굴 목 등부터 시작해서 온몸에 퍼지고 처음에는 보라색 나중에는 암적색이 되어 붉은기는 4-5일 후에 사라집니다. 치료는 대증요법으로 하며, 중이염, 기관지염, 폐렴 등 합병증 발생시 입원치료를 합니다. 실내온도는 너무 덥게 하지 말고, 약 24도 정도, 수분을 충분히 주도록 하며 식사는 유동식으로 하고 점차 고형식으로 합니다."
"오늘 병원에 갔다가 왔는데 감기래요. 그런데 변에서 시궁창냄새가 나는데 왜 그렇죠?","변에서 냄새가 나는 것은 장에 염증이 있을 때 그렇습니다. 가지고 있는 약이 있으면 먹이시고 낮에 병원에 변을 가지고 나오세요."
"아기가 소화가 잘되고 잘 자라게 하려면 비타민제와 유산균 소화제를 따로 먹여야 하나요?","모유나 분유에는 충분한 비타민이 포함되어 있어 별도로 먹이는 비타민은 모두 소변으로 나가게 되며, 유산균 소화제를 따로 먹일 필요가 없습니다."
"소변","생후 7일정도 에는 하루에 6~10회 정도이며, 성장함에 따라 횟수는 감소하고 한번에 배설하는 양은 증가합니다. 오줌 에 피가 섞여 나오는데 괜찮은가요? 기저귀에 붉은 반점이 점점이 있는 것은 피가 아니라 소변 속의 요산 때문으로 걱정하지 않아도 됩니다. 오줌자체가 붉다면 검사를 받아야 합니다."
"유아가 장시간 동남아 여행을 할 때 예방접종을 어떻게 하죠?","동남아 여행시 반드시 물은 생수를 사서 드시기 바랍니다. 노점상의 음식을 드시지 마세요. 말라리아는 예방접종이 없습니다. 예방약이 있는데 아이에게는 쓰지 않습니다."
"귀에서 냄새가 납니다.","정기검진을 할 때 귀를 봐달라고 하세요. 아기의 귀구멍을 엄마가 후비거나 닦이지 마십시오."
"아기의 눈에 눈곱이 자꾸 끼어요.","아기를 만지시는 분들이 만지기 전에 항상 손을 깨끗이 닦고 만지도록 하세요. 눈에 눈곱이 생기는 경우는 감염이 되어서 생길 수도 있습니다. 눈곱에서 냄새가 나고 눈이 충혈 되면 병원을 데려 오시는 것이 좋습니다. 그 외에는 생리식염수를 거즈 손수건(소독된 것)에 묻혀 안에서 밖으로 수시로 닦아주시면 됩니다."
"차병원에서 1차 예방접종을 하였는데 타병원에서 다른 주사약으로 맞혀도 되나요?","예방접종 백신에 따라 다릅니다. DPT의 경우 기본 3차 접종은 같은 종류로 접종, 폐구균의 경우 4차까지 같은 백신으로 접종할 것을 권장합니다. 뇌염 접종의 경우, 사백신일 경우 5회의 사백신으로 접종을 맞히고, 생백신은 2회의 생백신으로 접종을 맞혀야 합니다. (초등학교 입학 시와 외국유학 시 예방접종 확인서를 발급 받아야함.)"
"아기의 코가 막혀 잠을 못자고 보채거나 젖을 잘 빨지 못할 때는 코에 젖을 떨어 뜨려도 되나요?","갸름한 콧구멍을 가진 아기들이 코가 잘 막히는 편인데 코에 젖이나 면봉을 쓰게 되면 코에 염증 반응이 생기고 누런 코가 나오고 더 자주 막히게 됩니다. 콧속을 생리 식염수나 물을 한 두 방울 떨어뜨려 주시면 재채기를 하면서 나오는 경우가 많습니다."
"아기가 눈을 한쪽만 뜨고 있어요.","대부분 생후 일주일이 지나면 양쪽 눈을 뜹니다. 계속해서 이러한 증상을 보이면 예방 접종시나 병원을 찾을 때 전문의와 상의하세요."
"아기가 잘 자다가 갑자기 일어나서 귀가 아프다고 해요 왜죠? 병원에 갈까요?","중이염일 가능성이 높으며 병원에 나와서 진료를 받으세요. 중이염은 6세 이하의 환자의10~18%를 차지하고 있으며, 모유 영양아가 분유 영양아보다 적게 걸린다고 나와 있습니다."
"온몸에 허물이 벗겨지는데 괜찮은 건가요?","생리적인 체중감소, 황달 치료를 받는 아기에게 있을 수 있습니다. 모유, 분유를 충분히 섭취 시켜주고 목욕을 자주하거나 오래 하는 것을 삼가시고, 목욕은 가볍게 해주세요.(5분 이내) 그리고 아기들은 양수 속에 있었기 때문에 어른들보다 피부가 건조함을 많이 느낍니다. 신생아 초기(약 일주일~한 달)때 일어나며, 목욕 후 오일이나 아기로션으로 가볍게 마사지 해 주시면 됩니다."
"아기가 잠을 자면서 땀을 너무 많이 흘려요. 어디 아픈 것이 아닐까요?","소아는 성인에 비하여 체표면적당 발한량이 많으며 특히 잠이 들었을 때는 땀을 많이 흘립니다. 정상적인 생리현상이니 걱정하지 않으셔도 됩니다. 우리나라 어머님들은 아기가 땀을 많이 흘리면 허약한 탓이라고 걱정하시는데 이것은 땀을 흘리는 정도가 사람마다 다르기 때문입니다. 또한 아기가 잠을 잘 때 너무 덥게 싸주는 경향이 있으니 자제해 주시기 바랍니다. (신생아는 생후 얼마 동안은 땀이 나지 않습니다.12~18일이 정도 지난 후에 나타납니다.)"
"한쪽 귀 뒤쪽으로 약간 멍울 비슷하게 있는데 무엇인가요?","말씀하신 것은 아마 귀 뒤쪽에 있는 임파선을 만진 것 같습니다. 크기에 따라서 병적인 경우와 정상의 경우가 있으므로, 의사 선생님의 진찰을 받아보시는 것이 좋겠습니다."
"혈관종","화염상 모반 화염상 모반은 경계가 확실한 붉은 색의 반점으로 모세혈관 확장의 결과이다. 그 치료는 의사 선생님과 상의하시면 됩니다
딸기 혈관종 (모세 혈관종) 딸기 혈관종은 출생시 혹은 출생 후 일주일 이내에 발생하여 수개월간 또는 1년 정도까지 커지다가 이후 차차 소실됩니다. 호발 부위는 얼굴, 등, 두피 등이며 자연 퇴축의 비율을 75~95%로서 많은 예에서 퇴축을 보이기 때문에 안심시키고 기다려 보는 것이 가장 좋은 치료 방법입니다."
"아기의 콧등이 이상해요","신생아 의 이마, 뺨, 코에 주로 있고, 노랗거나 흰색의 좁쌀만한 크기로 폐립종(피지)이라고 합니다. 대개는 생후 한 달 이내에 사라집니다."
"아기의 배꼽이 떨어질 듯 하면서 떨어지지 않고 피가 나요?","배꼽이 마르면서 떨어지는 과정에서 일어나는 현상입니다. 인위적으로 준 상처 이기 때문에 공기 중에 노출시켜 건조되어 빨리 떨어지는 것이 좋습니다. 배꼽싸개 등으로 싸지 마시고 목욕 후 75% 소독용 알코올로 깨끗이 소독해주세요. 만약 배꼽이 습하고 분비물이 많으면 병원을 내원하세요. 피가 나는 것은 자극이 되어 날수 있으며 많은 양의 지속적인 출혈이 아니면 안심하셔도 됩니다. 그러나 냄새가 심하고 배꼽주의가 발적 되어있고, 분비물이 많으면 감염이 우려됩니다. 이럴 때는 병원으로 오세요."
"아기가 배에 힘을 주면 배꼽의 크기가 동전만큼 커져요. 어떻게 하나요?","병원에 오셔서 배꼽 탈장여부를 의사 선생님께 진료를 받아보세요."
"배꼽탈장이 생기는 이유는 무엇인가요?","대개의 경우는 저절로 좋아지게 됩니다. 너무 큰 경우는 수술로 치료하고 경과를 관찰해야 합니다. 탯줄이 복강내로 들어가는 부분의 내막이 느슨해서 그 부분으로 장이 빠져나오면서 생기게 됩니다."
"아기를 낳은 지 6주가 되었는데 탯줄은 떨어졌는데 배꼽이 덜 아물었어요. 자꾸 진물이 나오는데 괜찮나요?","병원에 가셔서 치료를 받으세요. 대개 염증의 원인인 육아종이 남아 진물이 나오는 경우인데, 간단한 질산은 용액을 이용한 소독으로 완치됩니다. 치료가 다 끝난 후부터 통목욕을 할 수 있습니다. 소독한 배꼽주위의 피부에 검은 자국이 남다가 며칠 후 완전히 없어집니다."
"목욕의 시기와 물의 온도를 알고 싶습니다.","목욕은 따뜻하고 밝은 낮 시간인 오후 2~4시 사이에 시키는 것이 좋으나 아이가 밤에 잠을 잘 자지 못하는 경우는 저녁시간에 목욕을 시키는 것이 좋습니다. 아이가 젖을 먹고 나서 적어도 1시간 이후에 목욕을 시키면 소화도 잘되고 먹은 젖을 토하지도 않습니다. 물의 온도는 38~39℃ 정도가 적당하며 (팔꿈치에 물을 담가 봤을 때 따뜻한 온도) 이때 방안의 온도가 20℃이상 유지하여 아이가 감기 들지 않도록 조심하세요."
