question,answer
베이비시터  어린이집 선택 조언 부탁드려요 23년 7월생 입니다 제가 다다음달 복직 예정으로 베이비시터와 어린이집 고민중입니다 제 상황  등원 10시 하원3시 가능 등원 저 하원 신랑  2월달 이사예정  9월12월 까지 어린이집 다니고 25년1월  2월 가정보육 25년 3월 새로운 어린이집 고민  새로운 어린이집 4개월 다니고 이사예정이라 적응할만하면 또 새로운 곳 가서 적응해야 해서 4개월만 베이비시터 쓸까 고민중입니다  신랑은 어린이집이 장점이 많다고 생각하더라고요,베베시터는 4월부터 가능하다고 하네요
결국 접종열을 피해가지 못하고 살짝 열이 올랐는데 낼 쉬는날이라 병원다녀왔어요  약간의 감기기까지 있다 그러네요 육아는 언제나 미안하고 속상한 마음 투성이네요 우리모두 파이팅입니다,병원 다녀오시고 열 안내리면 또 병원가야죠 ㅠㅠ
주말외출 날도춥고 집앞산책이나 쇼핑은 많이다녓고  7개월아기데리고 주말에 갈만한 곳이없을까욯 다들 주말엔 뭐하세요,7개째 넘어가면서 넘 많이 다녀요 ㅎㅎ
10개월 이유식 어느정도로 먹이셨나요 지금 3배진밥 먹이고 있는데 사촌언니는 둘째라 그런지 벌써 된장국에 밥말아 먹인대서 제가 늦나 싶어서요,9개월때부터 묽은죽 150먹었어요 11개월부터 밥먹고 있어요 밥 180 떡갈비 40 찌개 50 이정도 먹이고 있어요
아기 기침 이제 90일된 아기가 요즘 콜록콜록 기침을 해요 가래가 낀 기침은 아니고 마른 기침이라 해야하나 캑캑 같은 기침이요 괜찮을까요,95일차 아기 키우고 있어요 아직 그래요 콧물도 콧뻘도 없는데 이렇게 콜콜거리는데 어떡해야하나요
아기 식사 교육어떻게 하나요 이제 곧 얼집 보낼 예정이라혼자 해보라고 접착 식판 앞에 두고 숟가락이랑 포크 주면 계속 시도는 하긴 하는데 아직 잘 못해요  이제 곧 13갤 되는 아기라서 그건 상관 없는데음식을 바닥에 계속 던진다던가입에서 넣은 음식을 손으로 빼서 던지던가 다시 먹어요식사 교육 다들 어떻게 시키셨나요,"아이가 숟갈을 잡고 시도를 했을 때 칭찬을 해주고, 잘 먹어주는 모습을 보여주는 비슷한 연령대의 동영상을 보는 것도 도움이 될 수 있습니다. 또한, 숟각을 찍어주면서 칭호를 붙이고, 웃어주며 격려해주는 것이 중요합니다."
양쪽 볼 안쪽에 입병처럼 있어요 오른쪽은 원래 봤는데 왼쪽은 오늘첨 보는거같아요 9개월이고 다른아기도 있나용 ,9갤이면 치발기 물어주세요 저희 애기는 그때 뗀거 같아요
잘 먹다가 갑자기 이유식 거부하는 애기 왜그러는걸까요,2차 이유시기라 그럴 수 있어요. 밥을 잘 먹는 애기라서 더 걱정이에요.
돌전후아기 밥간식텀 얼마나 두시나요  담주 돌아기입니댜  오늘부터 막수빼고 수유 다 끊었는데 아침 8시 오나오 160 10시 딸기 50 12시 이유식 240 1230210 낮잠 230 딸기 50 415 이유식 240 막수 830 300예정 시간텀 봐주세요 오후간식 3시 이유식을 5시하원후 집에서 먹이려 했는데 먼저 먹여주셔서  시간 한번 봐주세요  원래 잘먹는 아기입니다,저희아기도 곧 돌이에요 3시간 텀으로 주고있어요 낮에는 11시30분 1시40분이유식245 4시15분이후 6시45분 이유씩243 이렇게 주고 밤에 막 150먹이고있어용 저희 아가는 14개월인데 3-4시간 했어요
아기 피내용 안성이나 평택 BCG 피내용 요일상관없이 맞을수있는 소아과있나요,"안성은 2곳있어요, 병원은 1개요"
3월초에 BCG 접종했어요 고름 다 나온줄알았는데 엊그제부터 이렇게 부풀어오르네요  이번이 마지막일까요  다른 아가들은 언제쯤 아물었어요 ,13일차에 접종하고 20일차부터 빨갛게 올라오더니 25일차에는 고름처럼 보였어요. 지금은 33일째인데 아물어서 딱지가 멎는 중이에요.
맘마존 준비 임신하신 엄니들 오케 맘마존 준비하셧어여 이제 곧 출산인데 식세기가 낳을지소독기가좋은지  뭐가 나은지 모르겟어여 알려주세여 식세기는 오떤거 쓰시나여 소독기도 따로 준비해야 하까여 식세기로 돌리시는분들도 궁금해여,식세기에 돌리는데요.
옆구리 근육이 아프신분 계세요 오른쪽만그래요  수유를 한쪽으로만해서 그럴까요 이거어찌풀어야되나요,수유하고나서 아기가 왼쪽으로 잘자서 왼팔이 늘어서 팔과 어깨가 좀 아프긴한데 옆통통이 아픈건 처음듣네요.
산후도우미 업체 추천해주세요 친정에서 출산후 계속 있다가 아기가 100일 지나면서 저도 복직해야해서 집에 가야해요 그러려면 주3일5일은 산후도우미 분이 오셔서 저녁에 봐주셔야하는데 저녁시간에도 봐주시나요 추천해주실 업체나 산후도우미 분 계실까요,출산 후 1년 3개월동안 주3-5일씩 저녁 시간에 봤어요. 업체는 전 신생아 엄마들에게 소개해주는 서비스를 이용했어요!
유모차 이제 돌인 아이인데 예전엔 안그랬는데 요즘 윰차를 싫어해서 다른 맘님들은 어떠신가요,10갤때쯤 싫다고 하더라구요. 이유식 잘먹고 걷기 시작하면서.
이유식 이유식 잘 먹다가 어느날부터 우웩거리고 손으로 뱉어내버리고 치즈 얹어쥬면먹고 이러네요 ,이게 왜 그러는 걸까요?
9개월아기 밤수 끊을 용도로 주는 물 어느정도까지 가능한가요 정말 잘먹는 아기이고 새벽4시만 되면 귀신같이 일어나서 분유 원샷하고 잤었는데 최근에 새벽수유 끊을용도로 분유대신 물을 80ml 주면 그걸 원샷하고 안자요 물을 더 늘려줄까 싶은데 한번에 주는물양 어느정도까지 가능할까요 그리고 새벽수유 끊는 다른 방법도 있을까요,100미리까지는 먹긴 먹는데 30미리는 넘기고 70부터 주면 잘 먹어요
쪽쪽이끊은지 일주일 낮잠 아예안자요  언제 다시잘까요 밤잠도 11시넘어자고 낮잠은 안자네요 괜찮을까요 언제 다시잘까요 ,낮에 활동량을 늘려주시고 쪽 쪽이를 끊은 지 일주일에도 낮 잠을 안 자는 경우가 있을 수 있습니다. 낮에는 활동적인 시간을 가지고 활동을 통해 잠에 육박하게 도와주세요.
출산 후 잇몸이 더 안좋아진거같아요 출산하고 조리원에서부터 수유콜받느라 몸이 고됬는데 집와서 본격 육아하다보니 체력이랑 면역이 더 떨어졌나봐요ㅠ 잇몸이 시리고 혀에도 돌기가 여기저기나고 나을만하면 혀 다른 부위에 또 생기고  저같은 분 계신가요? 입 속 질환은 영양제 뭐가 좋을까여,출생후 잇가지가 좀 심해지는거 같아요!
156일차아기 원래이런가여? 요새들어 짜증도많아지고 툭하면울고 이유식도 싫데고 다싫다네여 왜이렇게 우는걸까여 5개월차 아기가 이시기에 이러는건지 병원가봐야되나 고민할정도입니다 이앓이는 언제쯤하나여 진짜 미치고 팔짝뛸지경이예요 신생아때같네여,5갤인데 아직 이앓이 안해봤어요 ㅠㅠㅠ 50일부터 짜잔짜잔 울면서 자주 울어요
"뻗침증상이라는게 다리를 쭈욱 피는걸로 알고있거든요 터미타임 할때 다리를 쭈욱,활처럼 휘거나 하면 뻗침증상으로 보는걸까요",터치타임은 뻗친다고 해요.
신생아 대출 해보신 분 계신가요 어제 남편이 힘들게 들어가서 신 청했는데 남편 이름으로 신청하면 세대주가 아니라서 신청이 불가하다고 뜨고 제 이름으로 신청하면 배우자가 세대주가 아니어서 안된다고 뜨는데 왜 이러는지 아시나요 참고로 분리세대 중이라 제가 세대주인 상태입니다,저도 분리 세대중이예요! 그래서 신생 아기 대출로 대출 받으려고 했는데 그렇게 안된다네요. 저는 제 이름에 신청하니 나중에 남편도 이름이 추가되더라구요.
혹시 아직 2 3개월 아가들이랑 갈수있는 식당이나 레스토랑 있을까요 카페도좋구요 추천부탁드립니다,바베큐 갈수있어요
남아 돌잔치 한복 남아 돌잔치 한복대여 괜찮은곳 알려쥬세요,아기 한복은 대여가 괜찬죠.
요거트 처음 먹여보는데 하루 몇개 먹여도될까요,하루에 한개정도 먹이면 될 것 같아요.
8개월아기 분유는 원래 잘 안먹었고 이유식은 보통 한끼당 170에서 200정도 먹었는데 요즘 밥태기왔는지 80도 안먹네요 분유도 하루 500겨우 넘길까말까인데 참속상하네요 마른편인데 먹지도 않고 이또한 지나가겠죠,"아기가 밥을 잘 안 먹는 것은 일시적인 현상이며, 시간이 지나면 다시 잘 먹을 수 있습니다. 다양한 방법으로 맛있게 만들어서 먹이거나, 다른 음식을 먹여보는 것도 도움이 될 수 있습니다"
7개월 아기 계속 역류하니까 걱정되네요 이 시기에 역류 있으셨던 분들 어떻게 해결하셨는 지 궁금합니다,"10개월부터 눕히면 역류해서 소화가 안되는게 걱정보리 왔는데, 지금도 그래요 ㅠㅠㅠ"
잘때 자꾸 손수건을 집어던져요 16개월 잘때 손수건이 꼭 필요한데 초반에 쥐어주면 자꾸 집어던져요 똥개훈련도 아니고 계속 주워줘야되는데 짜증나서 비슷한분 있나요,울애기도 그래요 뭐 쥐여도 던져서 옆에 놓이면 던지고 옆으로 눕으면 던짐 ㅋㅋㅋ
3개월 손가락빠는데요 엄지손가락만 넣고 빠는편인데 너무 빨아서 그런지 끝부분이 빨갛게 피고일정도인데 괜찮나요,괜찬아요 아기들마다 빨면서 손가지 빨기 습관이 생겨요
한달 째 거의 밤수만 하는데 아가가 밥을 너무 잘 먹으니 수유할 텀이 없어서 거의 한달째 밤수만 하는 중이에요 그런데 이렇게 텀이 벌어지면 홍양이 와야 할 것 같은데 안오네요 혹시 폐경일까봐 겁나요 모유수유 하시는 분들 텀 벌어지면 언제쯤 홍양 왔나요,저도 텀벌리게먹이고있어요 9갤쯤 끊었는데 텀 많이벌리면 홍윤 오고 갑자기 끊으니 갑갑한게 없어요
안녕하세요 196일 아들 키우고있는 초보맘 입니다 금요일 부터 아들 배에 요렇게 붉게 두드러기 처럼 생겨났어요 왜 생기는거죠 괜찮은거죠,"배에 붉은 두드래기가 생기면 땀띠일 수도 있고, 보습을 잘 해주시면 괜차게 좋아질 수 있습니다. 아기가 땀을 많이 흘리거나 땀이 잘 안 닦이는 경우도 있을 수 있어요."
7갤 다되가는데 아예 못앉아여 앉기를 싫어해요 어쩌죠,터미타임 잘하고 앉으려고 하는거면 앉을수있을거에요
5개월 아가 데리고 여행갑니다 액상분유 추천 부탁드려요,"액체분유는 100미리 멸균우유 멸생우유를 사용하고, 수유기는 젖병소독기, 멸세기, 휴대용 수유대, 젖꼭지 소독제를 사용합니다."
아기 앞머리 언제까지 길러야할까유 22개월 앞둔 여아 흔히 말하는 앞머리 정병존인데요 눈을 찌르는 길이입니다  계속 묶어주거나 핀으로 고정시키는데 얼마만큼 더 길러야 귀뒤로 넘겨질까여,아직은 묶거나 빼주시는게 좋아요 23개월까지 묶고있어요 그래야 빳빡해지고 귀 뒤로 흘러내려요 6세쯤부터 귀 뒤에 흘려주는걸로 알고 있어요 18개월 딸맘이에요 저는 2살부터 땋아줬어요 쪽쪽이 물다 끊었는데 앞머리를 잡고 빨아먹으려고 했어서 쪽머리만 뗐어요 앞머리가 자라서 귀뒤에
유모차 태우기 어려워요 곧 4개월차 되는 아들인데 유모차 태우면 고개를 앞으로 푹푹 숙이는데 어떻게 해야 할까요 완전히 앉은 자세가 아니라 한 45도 정도 눕혀져있어요,10개월까지도 엎드려 태웠어요 엎어져서 태웠다가 앉혀 태웠는데도 앉아서 태우는게 안전하죠?
아직도 밤중수유 혹시 하는 애기가 있을까요 걱정이에여 쪽쪽이도 아직 못끊고 이앓이 시작됬을때부턴 새벽에 분유주면 뚝 그쳐서 울면 걍 주고있는데 밤중수유도 끊어야하죠,아기가 쪽 쪽 이를 못 빨아서 밤에 울 때는 분유를 주는 것이 맞습니다. 쪽이 빨리 끊을 수 있다면 빨리가지고 쪽을 끊는 것이 좋습니다.
